question,answer
"برای استفاده از روش تامین مالی زنجیره ای (SCF) در سامانه اکوتام ،وثایق و تضامین مورد نیاز دارای چه ویژگی های می باشد؟","معتبر، قابل نقل و انتقال قانونی، از درجه نقدشوندگی بالا برخوردار و بلامعارض باشد تا درصورت عدم ایفای تعهدات از سوی بنگاه خریدار، حقوق بانک در حداقل زمان ممکن و با کمترین هزینه، استیفاء شود."
"نحوه شروع فرآیند استفاده از محصول تامین مالی زنجیره ای(SCF) در پلتفرم اکوتام چگونه است؟","مشتری با مراجعه به شعبه درخواست ایجاد حد اعتباری جهت استفاده از محصول SCF را می نماید و شعبه مورد نظر پس از اعتبار سنجی و دریافت وثایق لازم نسبت به عقد قرارداد با مشتری اقدام می نماید."
"مراحل صدور دستور پرداخت در پلتفرم اکوتام به چه صورت می باشد؟","* ارسال درخواست استفاده از دستور پرداخت از طرف خریدار به پلتفرم با امضای الکترونیک * امضای الکترونیک قرارداد استفاده از دستور پرداخت توسط متقاضی و انعقاد قرارداد با ثبت مهر الکترونیک بانک * فراخوانی سرویس مدیریت حدود اعتباری جهت کنترل شرایط عمومی مصوبه * صدور پیش نویس دستور پرداخت توسط پلتفرم (به مبلغ اعتباری معامله، به تاریخ سررسید توافق شده) * اخذ هزینه تمبر مالیاتی، کارمزد صدور و خدمات * انجام فرآیند صدور قطعی دستور پرداخت توسط بانک با ثبت مهر الکترونیک بانک * اختصاص شماره سریال به دستور پرداخت * ثبت اطلاعات تراکنش در سامانه‌های داخلی بانک (ثبت زیرخط و سایر اسناد مرتبط در دفترکل بانک)"
"سررسید دستور پرداخت در تامین مالی زنجیره ای (SCF) در سامانه اکوتام چه بازه ای می باشد؟","با سررسیدهای حداقل یک ماه و حداکثر یکساله"
"نحوه امضای قرارداد تامین مالی زنجیره ای در سامانه اکوتام(SCF) به چه نحوی صورت می پذیرد؟","پس از صدور مصوبه حد اعتباری، انعقاد قرارداد با بنگاه صادر کننده طبق نمونه قرارداد مندرج در سامانه اکوتام(SCF) و با امضای الکترونیک انجام می پذیرد."
"کارمزدهای مربوط به تامین مالی زنجیره ای (SCF) در اکوتام به چه میزان می باشد؟","سقف کارمزد صدور دستور پرداخت مطابق ماده 9 'شیوه نامه اجرایی استفاده از برات الکترونیک در تامین مالی زنجیره تامین' 2 درصد مبلغ دستور پرداخت صادره به صورت سالانه و سقف مبلغ کارمزد انتقال دستور پرداخت 2‏‏/0 درصد آن تعیین می گردد.ضمناً برای دستور پرداخت‌های صادره نسبت به مبلغ آنها معادل نیم در هزار بابت حق تمبر، جهت صدور قبض مالیاتی از مشتری اخذ می شود و به حساب مربوطه واریز می گردد."
"در صورت درخواست تنزیل دستور پرداخت در سامانه اکوتام(SCF) توسط مشتری، شعب می بایست چه روالی طی نمایند؟","دستور پرداخت به عنوان وثایق قابل قبول گروه شبه نقد در نظر گرفته می شود و حدود اختیارات ارکان اعتباری مطابق با بخشنامه شماره 4003 می باشد."
"ابزار دستور پرداخت دارای چه ویژگی هایی می باشد و ارکان آن چیست؟","علاوه بر دارا بودن کلیه ویژگی های مندرج در ماده 223 قانون تجارت دارای مشخصات ذیل نیز می باشد: غیر کاغذی با سررسیدهای حداقل یک ماه و حداکثر یکساله با درخواست متقاضی در وجه ذینفع از طریق سامانه اکوتام(SCF) صادر و دارای قابلیت خرد شدن و انتقال توسط ذینفع می باشد. بانک می تواند براساس مصوبه اعتباری صادره شده برای متقاضی دستور پرداخت نسبت به قبولی و تادیه کل مبلغ آن در سررسید اقدام نماید. با توجه به بازتعریف دستور پرداخت مبتنی بر برات، ارکان دستورپرداخت با تعهد بانک عبارتند از: متقاضی یا برات دهنده : بنگاه خریدار مواد اولیه و خدمات مورد نیاز در تولید محصول(اعم از کالا و خدمات)یا توزیع کنندگان که طبق قانون تجارت نسبت به صدور دستورپرداخت از طریق سامانه اکوتام(SCF) در وجه دارنده آن اقدام می نماید. متعهد یا برات گیر: بانک می باشد که طبق قانون تجارت نسبت به قبولی دستور پرداخت اقدام و آن را در سررسید در وجه دارنده آن تادیه می نماید ذینفع یا دارنده برات: شخصی که طبق قانون تجارت، کلیه حقوق دستور پرداخت صادره متعلق به وی می باشد و می تواند کلیه حقوق آن را از طریق سامانه اکوتام(SCF) به شخص دیگری انتقال دهد."
"آیا ابزار دستور پرداخت در تامین مالی زنجیره ای (SCF) قابل تنزیل می باشد؟","حسب درخواست دارنده دستور پرداخت در زنجیره تامین بنگاه بانک می تواند نسبت به تنزیل دستور پرداخت های صادره و انتقالی با رعایت شرایط ذیل و طبق دستورالعمل های و مقررات موجود بانک اقدام نمایند: حداکثر میزان تسهیلات اعطایی در قالب خرید دین به تشخیص ارکان اعتباری مربوطه با رعایت آخرین سیاست­های اعتباری بانک صورت می­پذیرد. تنزیل دستور پرداخت ها برای دارنده آن صرفاً بعد از گذشت یک چهارم از زمان عمر آن یا دو بار انتقال بین بنگاه های عضو زنجیره امکان پذیر خواهد بود. اعطای تسهیلات خرید دین بر اساس رعایت الگوی هزینه ‏- فایده می­باشد. اعطای تسهیلات خرید دین حسب درخواست مشتری و مطابق روال جاری می باشد."
"آیا در سامانه اکوتام(SCF یا تامین مالی زنجیره ای ) دستور پرداخت ها قابل انتقال می باشد و در صورت انتقال نحوه انتقال دستور پرداخت به چه صورت می باشد؟","دارنده دستور پرداخت یا همان بنگاه فروشنده می تواند از طریق سامانه اکوتام(SCF) به صورت غیرحضوری و الکترونیکی نسبت به خرد کردن دستور پرداخت خود جهت خرید مواد اولیه و خدمات مورد نیاز در تولید محصول اقدام و متعاقباً به بنگاه های فروشنده دیگر منتقل نماید به طوریکه کلیه فرآیند مربوط به درخواست دارنده دستور پرداخت (بنگاه فروشنده( و موافقت بنگاههای فروشنده بعدی براساس فاکتور خرید کاملا به صورت الکترونیکی و از طریق استعلام از سامانه افق وزارت صمت انجام می پذیرد."
"آیا اخذ گواهی تبصره یک ماده 186 قانون مالیاتهای مستقیم جهت صدور دستور پرداخت در سامانه اکوتام(SCF) الزامی می باشد؟","به استناد بخشنامه شماره 30718‏/99 مورخ11‏/02‏/99 بانک مرکزی ج.ا.ا‏- مدیریت کل مقررات، مجوزهای بانکی و مبارزه با پولشویی، صدور دستور پرداخت/برات الکترونیک منوط به اخذ گواهی تبصره یک ماده 186 قانون مالیاتهای مستقیم نمی باشد."
"صدور دستورپرداخت در تامین مالی زنجیره ای (SCF) در سامانه اکوتام دارای چه الزاماتی و مستلزم رعایت کدام مقررات می باشد؟","رعایت کلیه ضوابط و مقررات جاری از قبیل اعتبارسنجی ، عدم وجود بدهی معوق و چک برگشتی ، آیین نامه تسهیلات و تعهدات کلان و آیین نامه تسهیلات و تعهدات اشخاص مرتبط و ضوابط اجرایی صورت های مالی حسابرسی شده در پذیرش صدور دستور پرداخت الزامی می باشد."
"در سامانه اکوتام(SCF) ، نحوه تائید اصالت فاکتور ها یا صورتحسابهای مشتریان به هنگام صدور و انتقال دستور پرداخت ها به چه صورتی می باشد؟","صحت انجام معاملات و صوری نبودن معامله و احراز صدق آن جهت صنایعی که موظف به ثبت فاکتورهای خود در سامانه جامع تجارت(افق وزارت صمت) می باشند، صرفاً از طریق استعلام فاکتور قطعی خرید که در سامانه افق وزارت صمت ثبت گردیده، توسط سامانه اکوتام(SCF) انجام می پذیرد."
"نحوه ایفای تعهدات و یا تسویه مبلغ دستور پرداخت های صادره در سررسید در سامانه اکوتام(SCF) ، به چه صورتی می باشد؟","بنگاه مکلف است در سررسید هر فقره دستور پرداخت، نسبت به ایفای تعهدات خود (تامین دستور پرداخت صادره برای دارنده آن یا بنگاه فروشنده) اقدام نماید."
"در صورت عدم ایفای تعهد توسط بنگاه در سررسید دستور پرداخت در سامانه اکوتام(SCF) ،شعب باید به چه نحوی اقدام نمایند؟","درصورت عدم ایفای تعهد توسط بنگاه خریدار و یا صوری بودن معامله، شعب ضمن انجام اقدامات لازم جهت وصول مطالبات از بنگاه متعهد اعم از اجرایی نمودن وثایق یا تضامین، نسبت به اقدامات ذیل مبادرت کنند: عملیات مربوط به تسویه مبلغ دستور پرداخت های صادره می باید در همان روز سررسید از سرفصل بدهکاران برات زنجیره تولید با هماهنگی شعبه ذیربط به حساب ذینفع و متعاقباً سایر ذینفعان و دارندگان دستور پرداخت در زنجیره انجام پذیرد."
"در صورت مطالبات ایجادی در سررسید دستور پرداختها در سامانه اکوتام(SCF) چه اتفاقی در شعبه رخ می دهد؟","به اقلام بالای خط ترازنامه و سرفصل بدهکاران بابت دستور پرداختهای پرداخت شده به تفکیک دولتی و غیردولتی انتقال می یابد. صدور دستور پرداخت جدید تا حداقل 6 ماه از زمان تسویه بدهی دستور پرداخت نکول شده قبلی و یا احراز صوری بودن معامله ممنوع می باشد. مطابق با ضوابط و مقررات ابلاغی اقدام قانونی بر روی وثایق و تضامین توسط شعبه انجام پذیرد. بدهی ایجادی مشمول پرداخت وجه التزام تاخیر تادیه دین و یا احراز صوری بودن معامله از تاریخ پرداخت وجه دستور پرداخت، توسط بانک با نرخ سود تسهیلات غیر مشارکتی بعلاوه 6درصد محاسبه می گردد. ایجاد هرگونه تعهدات و یا اعطای تسهیلات به صادر کننده دستور پرداخت، از زمان پرداخت دستور پرداخت نکول شده تا زمان وصول کامل مطالبات ممنوع می باشد. مطالبات ایجادی ناشی از دستور پرداخت استفاده شده در زنجیره تامین ، به عنوان یکی از اقسام مطالبات ریالی، تحت شمول تعریف مطالبات در آیین نامه وصول مطالبات غیرجاری مؤسسات اعتباری (ریالی و ارزی) قرار می گیرد و به تبع آن مطالبات مربوط به دستور پرداخت مشمول محرومیت های پیش بینی شده در آیین نامه می گردند."
"درصورت عدم وصول مطالبات مربوط به دستور پرداختها در سامانه اکوتام(SCF) چه اتفاقی رخ می دهد؟","'پس از دو ماه از تاریخ پرداخت به طبقه مشکوک الوصول انتقال می یابد. ذخیره گیری مطالبات ناشی از دستور پرداخت های صادره مطابق دستورالعمل نحوه محاسبه ذخیره گیری قابل محاسبه می باشد . صدور دستور پرداخت جدید تا حداقل 6 ماه از زمان تسویه بدهی دستور پرداخت نکول شده قبلی و یا احراز صوری بودن معامله ممنوع می باشد. مطابق با ضوابط و مقررات ابلاغی اقدام قانونی بر روی وثایق و تضامین توسط شعبه انجام پذیرد. بدهی ایجادی مشمول پرداخت وجه التزام تاخیر تادیه دین و یا احراز صوری بودن معامله از تاریخ پرداخت وجه دستور پرداخت، توسط بانک با نرخ سود تسهیلات غیر مشارکتی بعلاوه 6درصد محاسبه می گردد. ایجاد هرگونه تعهدات و یا اعطای تسهیلات به صادر کننده دستور پرداخت، از زمان پرداخت دستور پرداخت نکول شده تا زمان وصول کامل مطالبات ممنوع می باشد. مطالبات ایجادی ناشی از دستور پرداخت استفاده شده در زنجیره تامین ، به عنوان یکی از اقسام مطالبات ریالی، تحت شمول تعریف مطالبات در آیین نامه وصول مطالبات غیرجاری مؤسسات اعتباری (ریالی و ارزی) قرار می گیرد و به تبع آن مطالبات مربوط به دستور پرداخت مشمول محرومیت های پیش بینی شده در آیین نامه می گردند."
"آیا در روز سررسید برای تسویه دستورپرداختها در سامانه اکوتام(SCF) ، مشتری می تواند از تسهیلات استفاده نماید؟","اتخاذ تصمیم ازبابت تسویه دستور پرداخت های صادره از طریق اعطای تسهیلات بعهده ارکان اعتباری می باشد."
"سامانه پی‌بار چیست؟","پی‌بار، سامانه آنلاين مدیریت فرایند حمل‌و‌نقل و پرداخت کرایه حمل جاده‌ای را به تمام متولیان پرداخت از جمله صاحبان کالا و شرکت‌های حمل‌و‌نقل ارائه می‌کند؛"
"فرایند اجرایی پی‌بار چگونه است؟","همسو با دو ابلاغیه سازمان راهداری و حمل‌و‌نقل جاده‌ای کشور، با دو رویکرد اصلی «پرداخت آنلاین کرایه (سامانه پاک)» و «حذف فیزیک بارنامه کاغذی»، پی‌بار بارنامه‌ها را در لحظه صدور، به‌صورت آنلاین از سازمان راهداری دریافت و نمایش ‌می‌دهد، کلیه فرایند را تا رسیدن به مقصد، توزین، تخلیه را مدیریت می‌کند و پرداخت آنلاین کرایه را انجام می‌دهد."
"فرایند تسویه کرایه حمل در پی‌بار چگونه است؟","فرایند تسویه کرایه حمل رانندگان نیز به‌صورت آنی و حتی در تعطیلات، بر بستر بانک تجارت با اتصال حساب حقوقی شرکت‌ها به سامانه فرا بانک تجارت و به‌وسیله توکن نرم‌افزاری در قالب‌های پرداخت نقدی از حساب و پرداخت اعتباری (همیار بار) امکان‌پذیر است."
"پرداخت اعتباری پی‌بار چگونه است؟","همیار بار، تسهیلات پرداخت کرایه بانک تجارت، ویژه متولیان پرداخت در پی‌بار است که می‌توانند با استفاده از تسهیلات تخصیص‌یافته، کرایه حمل بارنامه‌های کشوری را بپردازند"
"ویژگی‌های پرداخت اعتباری پی‌بار چگونه است؟","فرایند اخذ تسهیلات به‌صورت آنلاین و آفلاین قابل‌انجام است، با هر بار بازپرداخت اقساط همیار بار اعتبار شما نزد بانک به میزان قسط پرداخت شده شارژ می‌گردد، کلیه مراحل از درخواست تا تأمین اعتبار و گزارش استفاده از هر اعتبار، در پی‌بار قابل رهگیری است."
"پی‌بار چه بارهایی را مدیریت می‌کند؟","در این سامانه هم مدیریت بارهای ورودی و هم‌بارهای خروجی همچنین حواله‌های داخلی و بیجک انجام می‌شود"
"دسترسی پی‌بار به بارنامه‌ها و حواله‌ها چگونه است؟","پی‌بار از طرف مشتریان به‌عنوان کارگزار فنی به سازمان راهداری و حمل‌ونقل جاده‌ای متصل است و بارنامه‌ها را به‌صورت برخط دریافت می‌نماید، همچنین امکان بارگذاری دستی حواله‌ها را نیز در اختیار مشتریان قرار می‌دهد."
"مجوزهای سامانه پی‌بار چیست؟","پی‌بار محصولی دانش‌بنیان مستقر در پارک علم و فناوری دانشگاه تهران که عضو اتحادیه کسب‌وکارهای مجازی است و دارای مجوز از انجمن نظام صنفی و رایانه‌ای کشور و در مراحل پایانی اخذ مجوز افتا است."
"آیا پی‌بار قابلیت اتصال به سایر سامانه‌های مشتریان را دارد؟","بله پی‌بار قابلیت اتصال به سامانه‌های ای آر پی (ERP)، مالی و حسابداری، لجستیک و انبارداری، باسکول خوان، پلاک خوان"
"پی‌بار برای رفع کدام چالش‌های صنعت حمل‌ونقل و لجستیک به وجود آمده است؟","'خریدوفروش بارنامه، تغییر پارامترهای بارنامه، تخلف تنخواه‌داران، عدم شفافیت در کسری بار، اعتراض و اعتصاب، عدم شفافیت در کسری بار، تغییر پارامترهای بارنامه، اخذ مبالغ اضافه از رانندگان، رشد منفی اشتغال‌زایی"
"پی‌بار کدام چالش‌های مربوط به بارهای ورودی را رفع کرده است؟","عدم دسترسي دريافت‌كننده به اطلاعات بارنامه تا زمان رسيدن بار به مقصد عدم امكان برنامه‌ريزي مالي جهت پرداخت كرايه، پيش‌بيني فضاي تخليه و مديريت نيروي انساني و هزينه‌هاي سربار نياز به دريافت آنلاين اطلاعات بارنامه و پرداخت كرايه در مقصد در يك سامانه واحد نياز به سامانه‌اي جهت مديريت ورود و خروج، پلاک خوان، باسکول خوان، ثبت انواع کسری بار، انتخاب راننده اول یا دوم یا شخص ثالث جهت پرداخت، امکان مدیریت نرخ حمل، امکان تعریف انواع قراردادها و انواع مسیرها با تأمین‌کنندگان یا خریداران و شرکت‌های حمل‌و‌نقل و..."
"پی‌بار کدام چالش‌های مربوط به بارهای خروجی را رفع کرده است؟","عدم امکان توزیع بار آنلاین توسط صاحب کالا یا پیمانکار حمل، به شرکت‌های حمل‌و‌نقل طرف قرارداد، عدم امکان دریافت حواله کشوری و داخلی به‌صورت آنلاین، عدم امکان صحت‌سنجی آنلاین حواله، عدم امکان ثبت ورود به‌صورت صددرصد آنلاین، عدم امکان ارسال آنلاین برگه باسکول به شرکت حمل‌و‌نقل جهت تبدیل همان برگه باسکول به بارنامه، به‌صورت برخط"
"چه کسانی می‌توانند از پی‌بار استفاده کنند؟","فرقی نمی‌کند که شما در چه صنعتی فعالیت می‌کنید. پی‌بار به هر مجموعه‌ای که با «بار» و «بارنامه» سروکار داشته باشد، با تمرکز بر متولیان پرداخت، خدمات ارائه می‌کند."
"بازیگران اصلی پی‌بار چه کسانی هستند؟","صاحبان کالا، شرکت‌های حمل‌ونقل جاده‌ای و رانندگان"
"پی‌بار چه خدماتی به صاحبان کالا ارائه می‌دهد؟","امکان مشاهده اطلاعات هر بارنامه از لحظه صدور، امکان برنامه‌ریزی دقيق برای توزین، تخلیه در انبار و تسویه‌حساب آني كرايه حمل با رانندگان، امکان اتصال و هماهنگی کلیه نرم‌افزارهای داخلی مشتری با سامانه پی‌بار، امکان گزارش‌سازی كاملاً سفارشی و دقيق از كليه فرايند‌ها"
"پی‌بار چه خدماتی به شرکت‌های حمل‌و‌نقل جاده‌ای ارائه می‌دهد؟","به حداقل رسیدن خطای کاربر، امکان رصد ناوگان، امکان انجام انواع پرداخت به‌عنوان پیمانکار حمل و متولی پرداخت، امکان تعامل آنلاین با صاحبان کالای طرف قرارداد و جلوگیری از هرگونه مغایرت عمدی یا سهوی، امکان ارزیابی و رتبه‌بندی رانندگان برتر یا متخلف"
"پی‌بار چه خدماتی به رانندگان ارائه می‌دهد؟","دریافت کرایه حمل بار بدون کم‌و‌کاست، درست پس از تخليه (در هر ساعت از شبانه‌روز) اطلاع راننده از تمام مراحل، از زمان دریافت بارنامه از سازمان راهداری و شروع فرایند حمل، تا تسویه نهایی بدون تماس و پیگیری حضوری و تلفنی"
"پی‌بار چه چیزهایی را نمایش می‌دهد؟","اطلاعاتی شامل تعداد قراردادها، تعداد کل بارنامه‌های ثبت شده، تعداد شرکت‌های صاحب کالای طرف قرارداد، اطلاعات دقیق مربوط به رانندگان و بارنامه‌ها و همچنین روند پرداخت هر بارنامه. تاریخچه نرخ حمل، مسیرها و محاسبات اتوماتیک کسری و نرخ حمل."
"پی‌بار کدام عملیات بانکی را انجام می‌دهد؟","امکان پرداخت كرايه حمل بدون سقف پرداخت، عدم نیاز به مراجعه حضوري به بانک، جهت پرداخت‌هاي گروهی، پرداخت شبانه‌روزي حتي در تعطيلات"
"پی‌بار چه‌کارهای بانکی‌ای انجام می‌دهد؟","در بخش عملیات بانکی، از مانده موجودی خود مطلع شوید، شماره‌حساب راننده موردنظر خود را استعلام کنید و اطلاعات و رمز انتقال وجه را ویرایش کنید. پی‌بار این امکان را نیز فراهم کرده که به طور دقیق ببینید کدام راننده‌ها با چه مشخصاتی، هنوز افتتاح حساب انجام نداده‌اند."
"پی‌بار چه اطلاعاتی راجع به وضعیت بارنامه‌ها به ما می‌دهد؟","پی‌بار بارنامه‌های ثبت شده را دسته‌بندی کرده و می‌توانید با چند کلیک از موارد زير مطلع شوید یا نسخه چاپی تهیه کنید: بارنامه‌های صادرشده، بارنامه‌های در مسیر مقصد، راننده‌های در انتظار افتتاح حساب، بارنامه‌های در انتظار تأیید، بارنامه‌های در انتظار پرداخت و بارنامه‌های دارای کسری/اضافه/ الحاقیه/ توضیحات و بارنامه‌های در صف یا معلق."
"خدمات پی‌بار در زمینه پرداخت کدام است؟","پی‌بار بسته‌ای کامل شامل سرویس‌های بانکی مبتنی بر تراکنش مانند انتقال وجه حساب به‌حساب و پایا و همچنین سرویس‌هایی مانند تبدیل و تطبیق اطلاعات حسابی را در اختیار مشتریان خویش قرار می‌دهد."
"پی‌بار برای تسویه‌حساب با راننده، چه می‌کند؟","شما مي‌توانيد با هر تعداد راننده، در هر ساعتی از شبانه‌روز، به‌صورت تکی یا گروهی تسويه‌حساب كنيد."
"آیا پی‌بار امکان گزارش‌گیری دارد؟","بله پی‌بار مجهز به ماژول‌های گزارش ساز است."
"پی‌بار چه گزارش‌هایی ارائه می‌دهد؟","علاوه بر گزارش‌های مدیریتی، با انتخاب مولفه‌های بخش جزئیات موجود در گزارش ساز، امکان اضافه‌کردن المان‌هایی مانند نام شرکت حمل‌و‌نقل و اطلاعات مربوط به بارنامه گرفته تا اطلاعات راننده، میزان کسری بار و حتی ساعت تخلیه بار و پلاک ماشین فراهم می‌شود."
"آیا پی‌بار بانک است؟","خیر، پی‌بار محصول سبد بانکداری تجاری بانک تجارت است که به‌عنوان اینترنت بانک لجستیکی در اختیار مشتریان قرار می‌گیرد."
"اگر در استفاده از پی بار با مشکل مواجه شدم چکار کنم؟","کلیه موارد مربوط به سامانه، به‌صورت شبانه‌روزي توسط پی‌بار، پشتیبانی می‌شود. شماره تماس‌های پی‌بار: 09380191050، 09021096919، 09021079165، 09021079164"
"آدرس سایت پی‌بار چیست؟","https://paybaar.com/"
"امکان تجربه فضای پی‌بار وجود دارد؟","اگر تمایل دارید که فضای سامانه پی‌بار را از نزدیک ببینید و امکانات آن را بررسی کنید، می‌توانید با دریافت مشاوره تخصصی و دموی نرم‌افزاری، در فضای واقعی سامانه، امکانات و میزان تناسب آن با نیازهای سازمان خود را بسنجید."
"چرا پی‌بار؟","همراهی به‌جای پشتیبانی، سامانه آنلاین، آموزش نامحدود، قابلیت اتصال نرم‌افزاری، تسهیلات اختصاصی، امکان نظارت دقیق‌تر"
"ساتنا","این سامانه به منظور انتقال وجه مبتنی بر حساب با مبالغ کلان در شبکه بانکی کشور ایجاد شده است"
"ساتنا چیست","این سامانه به منظور انتقال وجه مبتنی بر حساب با مبالغ کلان در شبکه بانکی کشور ایجاد شده است"
"زمانبندی ساتنا","چرخه زمانی عملیات ساتنا از طریق درگاه های غیر حضوری (موبایل بانک و اینترنت بانک) شنبه لغايت چهارشنبه (روزهاي کاری) از ساعت 7:30 تا 14:15 و در روزهای پنجشنبه از ساعت 7:30 تا 12:15 است و از طریق شعب تنها در ساعات اداری انجام می‌شود."
"ساعت 6 بعد ازظهر می خواهم از همراه بانک انتقال وجه دهم ولی ساتنا قطع شده است؟","چرخه زمانی عملیات ساتنا از طریق درگاه های غیر حضوری (موبایل بانک و اینترنت بانک) شنبه لغايت چهارشنبه (روزهاي کاری) از ساعت 7:30 تا 14:15 و در روزهای پنجشنبه از ساعت 7:30 تا 12:15 است و از طریق شعب تنها در ساعات اداری انجام می‌شود."
"از همراه بانک ساتنا انجام می دهم اما اعلام می کند ساتنا قطع است؟","چرخه زمانی عملیات ساتنا از طریق درگاه های غیر حضوری (موبایل بانک و اینترنت بانک) شنبه لغايت چهارشنبه (روزهاي کاری) از ساعت 7:30 تا 14:15 و در روزهای پنجشنبه از ساعت 7:30 تا 12:15 است و از طریق شعب تنها در ساعات اداری انجام می‌شود."
"کارمزد ساتنا","کارمزد ساتنا دو صدم درصد وجه انتقالی تا سقف 25 هزار تومان است."
"سقف انتقال وجه ساتنا غیر حضوری","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"سقف انتقال وجه ساتنا از طریق اینترنت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"سقف انتقال وجه ساتنا از طریق نت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"سقف انتقال وجه ساتنا از طریق موبایل بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"سقف انتقال وجه ساتنا از طریق همراه بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"سقف انتقال وجه ساتنا شعبه","حداقل مبلغ قابل انتقال ساتنا از طریق شعبه 500 میلیون ریال و ارائه اسناد مثبته دال بر انجام معامله برای انجام تراکنش های بالای 2 میلیارد ریال اشخاص حقیقی و بالای 10 میلیارد ریال اشخاص حقوقی الزامی است."
"حداقل انتقال وجه ساتنا غیر حضوری","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداقل انتقال وجه ساتنا از طریق اینترنت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداقل انتقال وجه ساتنا از طریق نت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداقل انتقال وجه ساتنا از طریق موبایل بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداقل انتقال وجه ساتنا از طریق همراه بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداقل انتقال وجه ساتنا شعبه","حداقل مبلغ قابل انتقال ساتنا از طریق شعبه 500 میلیون ریال و ارائه اسناد مثبته دال بر انجام معامله برای انجام تراکنش های بالای 2 میلیارد ریال اشخاص حقیقی و بالای 10 میلیارد ریال اشخاص حقوقی الزامی است."
"حداکثر انتقال وجه ساتنا غیر حضوری","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداکثر انتقال وجه ساتنا از طریق اینترنت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداکثر انتقال وجه ساتنا از طریق نت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداکثر انتقال وجه ساتنا از طریق موبایل بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداکثر انتقال وجه ساتنا از طریق همراه بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"حداکثر انتقال وجه ساتنا شعبه","حداقل مبلغ قابل انتقال ساتنا از طریق شعبه 500 میلیون ریال و ارائه اسناد مثبته دال بر انجام معامله برای انجام تراکنش های بالای 2 میلیارد ریال اشخاص حقیقی و بالای 10 میلیارد ریال اشخاص حقوقی الزامی است."
"مبلغ انتقال وجه ساتنا غیر حضوری","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"مبلغ انتقال وجه ساتنا از طریق اینترنت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"مبلغ انتقال وجه ساتنا از طریق نت بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"مبلغ انتقال وجه ساتنا از طریق موبایل بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"مبلغ انتقال وجه ساتنا از طریق همراه بانک","سقف انتقال وجه ساتنا از طریق درگاه‌های غیر حضوری حداقل 500 میلیون ریال و حداکثر 1 میلیارد ریال است."
"مبلغ انتقال وجه ساتنا شعبه","حداقل مبلغ قابل انتقال ساتنا از طریق شعبه 500 میلیون ریال و ارائه اسناد مثبته دال بر انجام معامله برای انجام تراکنش های بالای 2 میلیارد ریال اشخاص حقیقی و بالای 10 میلیارد ریال اشخاص حقوقی الزامی است."
