question,answer
" رمز پویای خود را فعال کردم اما زمان انتقال وجه پایا از طریق همراه بانک اعلام میشود اطلاعات درگاه خود را اضافه کنید؟","انتقال وجه پایای نیاز به رمز پویای حسابی دارد لذا از منوی خدمات /خدمات رمز پویا /پویای حسابی / نسبت به فعالسازی رمز پویای حسابی اقدام فرمایید.( صادقی پری )"
"کارکرد پویا کارت  چیست ؟","برای استفاده از  کارت در همراه بانک و تراکنش های بیشتر از 100 هزار تومان حتما می بایست از پویا کارت استفاده نمود "
"نحوه فعالسازی  رمز پویا کارت  از همراه بانک چگونه است ؟","از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال و سپس کپی شماره سریال و پس از آن ورود به همراز و انتخاب درگاه کارت  و جاگذاری شماره سریال در همراز و ثبت شماره 16 رقمی کارت در قسمت مربوطه و ثبت  عنوان دلخواه و در نهایت مشاهده کلید فعالسازی و در نهایت زدن گزینه ثبت و تأیید  ( صادقی پری ) "
"در صورتی که مشتری تمایلی به نصب همراز نداشته باشد اما همراه بانک را برای فعالسازی پویا کارت انتخاب نماید چطور پویا کارت فعال می شود ؟","از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال/ پس از نمایش شماره سریال پویا کارت مشتری فعال می شود در این حالت مشتری در هنگام دریافت رمز پویا از همراه بانک باید گزینه هریم را استفاده نماید ( صادقی پری ) "
"نحوه  فعالسازی پویا برای گوشی های آیفون چگونه است ؟","از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال/ پس از نمایش شماره سریال پویا کارت مشتری فعال می شود در این حالت مشتری در هنگام دریافت رمز پویا از همراه بانک باید گزینه هریم را استفاده نماید ( صادقی پری ) "
"از نسخه تحت وب استفاده می کنم همرازم از کار افتاده  در زمان تراکنش خطا می دهد ؟","با توجه به عدم همخوانی همراز در گوشی های IOS  در زمان انجام تراکنش ها رمز پویا بصورت پیامکی ( از طریق سامانه هریم  ) ارسال می گردد.  "
"رمز پویای خود را از طریق همراه بانک تجارت فعال میکنم اما کد تایید را دریافت نمیکنم؟","اگر پیامک اعتبارسنجی برای فعالسازی پویا را دریافت نمی کنید  ممکن است در موارد ( خیلی کم )  سرشمارهTejaratbank در گوشی مشتری بلاک شده باشد ، لذا برای رفع مسدودی از لیسا سیاه گوشی خود  اقدامنماید . یا زمان فعالسازی همراه بانک  در شعبه شماره تلفن همراه  مشتری در سامانه ORM اشتباه ثبت شده است . راهنمایی : میتوان از پنل همراه بانک شماره مشتری را بررسی نمود . ( صادقی پری ) "
"در صورت عدم مشاهده کامل رمز چه اقدامی انجام می کردد ؟ ","با توجه به اینکه رمز 8 رقم می باشد باید فونت گوشی چک شود "
"در صورت دریافت خطای رمز صحیح نمی باشد در زمان انجام عملیات  در همراز باید چه اقدامی نماییم ؟","در صورتی که مشتری رمز خود را از هریم دریافت می کند ابتدا باید از ایشان سوال شود رمز راچند رقم وارد می کند چون ممکن است فونت گوشی مشتری بزرگ باشد و به جای  رمز پویای 8 رقمی , رمز پویا  6 رقم وارد نمایدو خطای رمز صحیح نیست را دریافت می کند در صورتی که رمز خود را از  همراز دریافت می کند  ساعت گوشی مشتری چک شود که با ساعت رسمی کشور یکسان باشد و اگر نبود حتما از قسمت تنظیمات ساعت /ساعت گوشی را به حالت خودکار بگذارد ولی در صورتی که ساعت گوشی هم  درست بود شماره کارت از همراز حذف , سپس فعالسازی پویا مجددا انجام شود .( صادقی پری )"
"رمز پویا را از همراز گرفتم ولی در هنگام انجام عملیات  ,  پیغام خطای رمز وارد شده بیش ازحد مجاز اشتباه است را دریافت میکنم؟","از روش مذکور اقدام نمایید: ابتدا  از همراز شماره کارت مربوطه را حذف نمایید و سپس از قسمت  خدمات /خدمات رمز پویا /رمز پویا کارتی /فعالسازی پویا /نسبت به فعالسازی مجدد  رمز پویا اقدام نمایید ( صادقی پری ) "
"از همراه بانک تا چه بازه ای  را می توان گردش حساب اخذ نمود؟","حداقل 10 و حداکثر 30 گردش را پس از انتخاب گزینه نمایش مشاهده نمود . درصورتیکه مشتری بیش از 30 گردش را خواستار باشد می بایست گزینه گردش حساب را انتخاب کند ، بازه زمانی را مشخص نماید ( 18 ماه اخیر , 300 گردش )  و پس از ثبت آدرس ایمیل صورتحساب به صورت فایل اکسل به آدرس ایمیل وارد شده ارسال خواهد شد . "
"دریافت گردش حساب با چه رمزی در همراه بانک امکان پذیر ست ؟","پویای حسابی "
"آیا می توان از شماره کارت صورتحساب دریافت کرد ؟ ","خیر , فقط شماره حساب گردش را نمایش می دهد و از کات فقط می توان موجودی دریافت کرد "
"ارائه سرویس  دریافت موجودی درهمراه بانک چند ثانیه می دباشد ؟","هر پنج ثانیه یکبار میسر می باشد "
"امکان دریافت صورتحساب شاپركي(ویژه دارندگان پایانه فروشگاهي) از همراه بانک وجود دارد ؟","وارد بخش گردش حساب شده و با انتخاب صورتحساب شاپرکی)پایانه فروشگاهی(، بر اساس شماره پایانه، بازه زمانی و حدود مبلغ، صورتحساب مورد نظر را از طریق آدرس ایمیل دریافت نماید."
"آیا در هنگام ثبت نام  همراه بانک پیش فرض انتقال وجه را میتوانم تغییر بدم ؟","بله - در زمان ثبت نام همراه بانک پیش فرض حداکثری بانک وجود دارد که نمی توان آن را افزایش داد فقط می توان آن را کاهش داد "
"تغییر سقف حساب از پیش فرض [0] به حالت غیر از پیش فرض [1] و عدم نمایش آن  در همراه بانک چگونه می باشد  ؟","به شعب بانک تجارت مراجعه نماید .و یبار ثبت نام همراه بانک راغیر فعال و سپس فعال نماید "
"سقف انتقال وجه پایا در همراه بانک چقدر است ؟ ","مبلغ قابل انتقال همراه بانک در تراکنش های پایا  روزانه تا 50 میلیون تومان  و حداکثر دو تراکنش تا سقف 100 میلیون تومان می باشد .  "
"برای انتقال وجه پایا  از کدام منوی همراه بانک باید اقدام نمود ؟","منوی حساب  , گزینه  پایا/ساتنا "
"انتقال وجه پایا از همراه بانک با چه رمزی انجام می شود ؟","پویا حساب "
"شماره مقصد برای انتقال وجه پایا باید چه شماره ای باشد ؟","شماره شبا بانک مقصد "
"آیا اتباع می توانند انتقال وجه پایا  از همراه بانک انجام دهند و چقدر ؟","بله /فقط 10 میلیون تومان  ( استعلام از اداره مبارزه با پولشویی , که این موضوع به دستور امنیت ملی به مدیرعامل بانک ها به صورت شفاهی بوده است لذا بخشنامه ای در این خصوص در دست نیست )"
"زمانبندی انتقال وجه پایا  از همراه بانک چگونه است ؟","چرخه های انتقال در سامانه پایا بدون تغییر و کماکان دارای چهار چرخه  3:45 بامداد، 10:45 صبح ، 13:45 و 18:45  می باشد.بخشنامه 2101 مورخ   1401/03/01"
"آیا می توان تراکنش پایا که در همراه بانک انجام شده است را بازیابی کرد ؟","بله از قسمت خدمات /سوابق تراکنش/انتقال وجه پایا /ساتنا   تراکنش مربوطه را بازیابی کرد و نام صاحب مقصد را نیز همان جا مشاهده نمود "
"تراکنش پایا از همراه بانک انجام داده ام اما همچنان  وضعیت تراکنش را در حال انجام نشان می دهد آیا تراکنش انجام نشده است ؟"," از قسمت خدمات , سوابق تراکنش را انتخاب کنید و پس از انتخاب تراکنش مورد نظر , گزینه استعلام وضعیت را بزنید تا وضعیت جدید را به شما نشان دهد "
" هنگام انجام تراکنش پایا  از همراه بانک  با پیغام  شماره حساب مبدا نا معتبر است  مواجه می شوم  ؟ "," شماره حساب را از پنل فرانگر چک می کنیم که نک حساب مشکلی نداشته باشد و نیز  شخص فاقد کد شهاب نباشد و  در صورت وجود اشکال در نک یا عدم وجود کد شهاب مشتری می بایست به شعبه خودش مراجعه نماید "
"از همراه بانک پایا انجام داده ام ، مشخصات صاحب حساب را چگونه پیدا نمایم ؟","پس از ورود به همراه بانک از قسمت خدمات ، گزینه  سوابق تراکنش را بررسی نمایید."
"مبلغی طی پایا  به حساب شخص دیگری واریز کردم امکان انتقال زودتر مقدور هست ؟","خیر .تراکنش های پایا مطابق زمانبدی دستور العمل ابلاغی انجام می گردد . "
"برای انتقال وجه پایا از همراه بانک پیغام[اطلاعات درگاه خود را وارد کنید] دریافت می گردد؟( این سوال تکراری است ) ","رمز پویا  حسابی در برنامه همراز فعال نیست . شرط انتقال وجه پایا و ساتنا از همراه بانک داشتن رمز پویای حسابی است "
"از همراه بانک  پایا  انجام دادم با وجود ناموفق بودن پول به حسابم برنگشته است ؟","در صورتی که از همراه بانک ناموفق بودن تراکنش مسلم شد , و پنل فرانگر چک شد و مشخص شد وجه به حساب مشتری عودت داده نشده است  شماره دایره ساتنا به مشتری اعلام شود .( صادقی پری ) "
"سقف انتقال وجه ساتنا در همراه بانک چقدر است ؟ ","در طول یک شبانه روز 100 میلیون تومان البته تراکنش های بالای 50 میلسون تومان تا سقف 100 میلیون تومان "
"برای انتقال وجه ساتنا از کدام منوی همراه بانک باید اقدام نمود ؟","منوی حساب  , گزینه  پایا/ساتنا "
"انتقال وجه ساتنا  از همراه بانک با چه رمزی انجام می شود ؟","پویا حساب "
"شماره مقصد برای انتقال وجه ساتنا باید چه شماره ای باشد ؟","شماره شبا بانک مقصد "
"آیا مشتریان اتباع می توانند در همراه بانک ساتنا انجام دهند ؟","خیر   ( استعلام از اداره مبارزه با پولشویی , که این موضوع به دستور امنیت ملی به مدیرعامل بانک ها به صورت شفاهی بوده است لذا بخشنامه ای در این خصوص در دست نیست )"
"زمان بندی  انتقال وجه ساتنا چگونه است ؟","از 7:30 صبح تا 14:15  بخشنامه 2101 مورخ   1401/03/01"
"ساعت 6 بعد ازظهر می خواهم از همراه بانک انتقال وجه دهم ولی ساتنا قطع شده است ؟","از 7:30 صبح تا 14:15  بخشنامه 2101 مورخ   1401/03/01"
"آیا می توان تراکنش ساتنا که در همراه بانک انجام شده است را بازیابی کرد ؟","بله از قسمت خدمات /سوابق تراکنش/انتقال وجه پایا /ساتنا   تراکنش مربوطه را بازیابی کرد و نام صاحب مقصد را نیز همان جا مشاهده نمود "
" هنگام انجام تراکنش  ساتنا از همراه بانک  با پیغام  شماره حساب مبدا نا معتبر است  مواجه می شوم  ؟ "," شماره حساب را از پنل فرانگر چک می کنیم که نک حساب مشکلی نداشته باشد و نیز  شخص فاقد کد شهاب نباشد و  در صورت وجود اشکال در نک یا عدم وجود کد شهاب مشتری می بایست به شعبه خودش مراجعه نماید. "
"ساعت 7:45  صبح مبلغی به حسابم از طریق  ساتنا  بوسیله همراه بانک انتقال یافته  ولی به حساب من  واریز نشده است ؟","در صورتی که حساب مقصد تجارت باشد می توانیم از فرانگر چک کنیم که آیا وجه واریز شده است یا نه و در صورت عدم واریز می بایست صاحب حساب تجارت  با دریافت شماره ارجاع از واریز کننده ,  از واحد ساتنا پیگیری کند /در صورتی که مقصد غیر از تجارت باشد چون صاحب حساب تجارت نیست ما اجازه بررسی حسابی که از آن برای مشتری ساتنا شده است را نداریم و باید ایشان را راهنمایی کنیم که از شخص واریز کننده , شماره ارجاع ساتنا دریافت و سپس ابتدا با ساتنا تجارت و سپس با ساتنا  مقصد تماس بگیرد . ( صادقی پری ) "
"برای انتقال وجه ساتنا از همراه بانک پیغام[اطلاعات درگاه خود را وارد کنید] دریافت می گردد؟( این سوال تکراری است ) ","رمز پویا  حسابی در برنامه همراز فعال نیست . شرط انتقال وجه ساتنا از همراه بانک داشتن رمز پویای حسابی است "
"از همراه بانک  ساتنا  انجام دادم با وجود ناموفق بودن پول به حسابم برنگشته است ؟","در صورتی که از همراه بانک ناموفق بودن تراکنش مسلم شد , و پنل فرانگر چک شد و مشخص شد وجه به حساب مشتری عودت داده نشده است  شماره دایره ساتنا به مشتری اعلام شود .( صادقی پری ) "
"سقف انتقال وجه حساب به حساب  تجارت در همراه بانک چقدر است ؟ ","100 میلیون تومان در طول یک شبانه روز "
" انتقال وجه حساب به حساب تجارت  در چه صورتی نامحدود است ؟","در صورتی که حساب مبدأ و مقصد برای همان شخص باشد "
" مشتری در زمان انتقال وجه حساب به حساب  تجارت  از همراه بانک  بیش از 5 میلیون تومان نمی تواند انتقال دهد ؟ ","ادر صورتی که مشتری از حساب خود برای انتقال وجه استفاده می کند ابتدا باید از پنل فرانگر چک کنیم jتا سقف انتقال پر نشده باشد و در صورتی که سقف پر نشده بود , سقف روزانه مشتری را   از پنل همراه بانک از قسمت جزئیات /گزینه لیست حساب ها و کارتها  بررسی کرده و مجددا  گزینه جزئیات را زده و سقف انتقال وجه روزانه مشتری را چک کنیم در حالت عادی باید سقف عدد 0 باشد در صورتی  که عدد 1 باشد می بایست به مشتری اعلام کنیم به یکی از شعب مراجعه نموده  و مجددا ثبت نام همراه بانک برای ایشان ایجاد گردد .لذاباید به شعبه مراجعه نماید تا سقف محدودیت  اصلاح گردد..صادقی پری "
"برای انتقال وجه حساب به حساب تجارت  از کدام منوی همراه بانک باید اقدام نمود ؟","منوی حساب  , گزینه  تجارت "
"انتقال وجه حساب به حساب تجارت  از همراه بانک با چه رمزی انجام می شود ؟","پویا حساب "
"آیا  برای انتقال وجه داخلی ( حساب به حساب  بانک تجارت ) می توان از رمز ورود به همراه بانک استفاده کرد ؟","خیر . رمز انتقال وجه داخلی از گزینه خدمات /خدمات پویا / رمز پویای حسابی  قابل اختصاص می باشد . "
"زمانبندی انتقال وجه حساب به حساب تجارت  چگونه است ؟","در هر لحظه از شبانه روز به صورت آنی انجام می شود ."
"شماره مقصد برای انتقال وجه حساب به حساب تجارت  باید چه شماره ای باشد ؟","شماره حساب تجارت "
"آیا می توان تراکنش  کارت به کارت  که در همراه بانک انجام شده است را بازیابی کرد ؟","بله از قسمت خدمات /سوابق تراکنش / گزینه انتقال وجه تجارت / تراکنش انتقال وجه شتابی را بازیابی نمود شایان ذکر است نام صاحب حساب  مقصد در همان جا قابل مشاهده است  .صادقی پری "
"آیا مشتریان اتباع می توانند انتقال وجه حساب به حساب تجارت انجام دهند ؟ ","بله"
"قصد انجام حساب به حساب از قسمت شتابی همراه بانک دارم ؟ ولی نمیتوانم ؟","در حال حاضر از قسمت شتابی تنها امکان کارت به کارت  و خرید شارژ و پرداخت قبوض از محل کارت  امکانپذیر می باشد "
"سقف انتقال وجه کارت به کارت در همراه بانک چقدر است ؟ ","10 میلیون تومان در هر شبانه روز "
"مشتری در زمان انتقال وجه از همراه بانک  بیش از 5 میلیون تومان نمی تواند انتقال دهد ؟ ","در صورتی که مشتری از کارت خود انتقال وجه را انجام می دهد می باییست ابتدا از پنل فرانگر تراکنش های مشتری چک شود که احیانا سقف مجاز ایشان پر نشده باشد و همچنین سقف انتقال وجه شتابی از هر درگاهی ( همراه بانک / اینترنتی بانک /خودپرداز ) 10 میلیون تومان می باشد که در مجموع مشتری 30 میلیون روزانه می تواند از کارت تجارت انتقال انجام دهد .در صورتی که سقف مشتری پر نشده باشد و موجودی مشتری نیز کافی باشد می بایست از اداره کارت و خدمات نوین ,  کارت مشتری ادر سامانه مانا بررسی  .صادقی پری ( استعلام از هر درگاهی , جناب آقای شایگان اداره کارت و خدمات نوین ) "
"برای انتقال وجه کارت به کارت  از کدام منوی همراه بانک باید اقدام نمود ؟","منوی کارت "
"انتقال وجه کارت به کارت از همراه بانک با چه رمزی انجام می شود ؟","رمز دوم ثابت برای تراکنش های کمتر از 100 هزار تومان و رمز پویا کارت  برای تراکنش های بیشتر  از 100 هزار تومان "
"شماره مقصد برای انتقال وجه کارت به کارت  باید چه شماره ای باشد ؟","شماره 16 رقمی کارت مقصد "
"آیا می توان به تمامی کارت های سایر بانک ها انتقال وجه انجام داد ؟","بله در صورتی که کارت مورد نظر در شبکه شتاب باشد مشکلی وجود ندارد . "
"آیا اتباع می توانند انتقال وجه کارت به کارت   از همراه بانک انجام دهند و چقدر ؟","بله /10 میلیون تومان "
"زمانبندی انتقال وجه کارت به کارت   چگونه است ؟","به صورت آنی است "
"آیا می توان تراکنش  کارت به کارت  که در همراه بانک انجام شده است را بازیابی کرد ؟","بله از قسمت خدمات /سوابق تراکنش / گزینه انتقال وجه کارت/ تراکنش انتقال وجه شتابی را بازیابی نمود شایان ذکر است نام صاحب کارت مقصد در همان جا قابل مشاهده است  .صادقی پری "
"از همراه بانک کارت به کارت انجام دادم با وجود ناموفق بودن پول به حسابم برنگشته است ؟","ابتدا از پنل همراه بانک ناموفق بودن تراکنش را بررسی می کنیم و سپس در صورت ناموفق بودن پنل فرانگر ار چک می کنیم , در صورتی که وجه عودت داده نشده بود به مشتری اعلام می شود طی 72 ساعت به حساب مشتری عودت داده می شود , و در صورتی که 72 ساعت سپری شده و وجه عودت داده نشده است  , تماس را به تاتا ارجاع می دهیم . ( صادقی پری ) "
"موقع انتقال وجه کارت به کارت  از همراه بانک  خطای اطلاعات درگاه خود را وارد نمایید  مشاهده می گردد ، علی رغم فعال سازی قبلی  رمز پویا  روش حل مشکل چگونه می باشد ؟","شما کارتی را به عنوان مبدا انتخاب کرده اید که رمز پویا آن فعال نیست لذا مبدا را شماره کارتی قرار دهید که پویا آن فعال شده است و یا پویا کارت مورد نظر را گزینه خدمات /خدمات رمز پویا /پویا کارت /ففعالسازی نسبت به فعالسازی رمز پویا کارتی اقدام نمایید ."
"انتقال وجه کارت به کارت از همراه بانک  انجام می دهم خطای طول شماره حساب مقصد نامعتبر است ؟","شما از قسمت کارت استفاده میکنید  ولی مقصد را حساب وارد می کنید  در صورتی که باید شماره کارت را وارد نمائید "
"زمان انتقال وجه با کارت در همراه بانک  پیغام اطلاعات مربوط به کارت صحیح
نمیباشد مواجه میشوم"," با انتخالب گزینه جزئیات / ویرایش نسبت به تغییر و اصلاح اطلاعات قبلی اقدام و cvv2  و تاریخ انقضا کارت خود را در همراه بانک تغییر می دهیم ."
"چگونه می توانم سرویس پیامک لحظه ای را فعال کنم؟"," از طریق برنامه همراه بانک ابتدا می بایست رمز پویای حسابی را فعال نمود سپس  منوی حسابها ،جزییات ،فعالسازی پیامک لحظه‌ای انجام شود."
"در صورتی که مشتری ادعا کند پیامک لحظه ای ایشان که از همراه بانک فعال شده است غیر فعال شده است راه حل چیست ؟  ","  ابتدا باید در پنل رهیاب با ورود شماره حساب مشتری ، شماره موبایلی را که برای آن حساب تعریف شده است را حتما بررسی نمود ، ممکن است شماره موبایلی که در شعبه تعریف شده با شماره موبایل مشتری یکی نباشد در اینصورت باید مشتری را راهنمایی کنیم یا از شعبه و یا از همراه بانک نسبت به فعالسازی مجدد پیامک خود اقدام نماید  و سپس تاریخ انقضا کارمزد مشتری را چک نموده و در صورت منقضی شدن می بایست مشتری را راهنمایی کنیم از قسمت حساب ها , جزئیات و پیامک لحظه ای نسبت به فعال سازی پیامک خود اقدام نماید در صورتیکه همه موارد بالا مشکلی نداشت  ,  در قسمت ارسال های جاری و قدیمی بررسی مینماییم آیا پیامک مورد نظر مشتری تولید و ارسال می شود  یا خیر . جهت اطمینان این موضع تراکنش را در سامانه فرانگر بررسی می نماییم در صورت اطمینان مجددا به رهیاب مراجعه و رنگ تراکنش ( سبز - زرد - قرمز ) را بررسی می نماییم  . ( تراکنش رنگ سبز به مفهوم اینست که تراکنش از سوی بانک انجام و مخابرات نیز آنرا برای مشتری ارسال نموده است .  مفهوم تراکنش رنگ زرد : گوشی مشتری در حالت پرواز یا خاموش بوده یا آنتن آن موجود نبوده و مخابرات نیز نتوانسته آنرا ارسال نماید . در صورت تراکنش قرمز مشکل مربوط به خط مشتری می باشدو حتما باید گوشی خود را خاموش و روشن کند و تراکنش مشکی مربوط به اپراتور خط مربوطه می باشد که می بایست مشتریان با اپراتور خود تماس بگیرند .شایان ذکر است در صورتی که  تراکنش ایجاد شده باشد اما پیامک آن تولید نشده باشد می بایست به شرکت تاتا تماس رار ارجاع داد .( صادقی  پری ) "
"به چند روش می توان از همراه بانک شارژ  خریداری نمود ؟","روش کد شارژ و شارژ مستقیم / شارژ خودکار "
"از کدام منوی همراه بانک می توان شارژ و بسته خریداری کرد ؟","کارت و حساب "
"ایا می توان از همراه بانک تجارت برای سایر افراد نیز شارژ یا بسته اینترنتی دریافت کرد ؟","بله از قسمت خدمات - خرید شارژ  بصورت مستقیم با انتخاب  شماره تلفن همراه قابل انجام می باشد . "
"در منوی حساب کاربری ، تنظیمات ، گزینه تکانک به چه منظوری می باشد ؟ ","هنگامیکه این گزینه فعالسازی شده باشد به محض ورود می بایست گوشی را تکان دهند و مستقیما به صفحه تهیه شارژ وارد می شود ."
"آیا می توان تراکنش  خرید شارژ و بسته را  که در همراه بانک انجام شده است را بازیابی کرد ؟","بله از قسمت خدمات /سوابق تراکنش/خرید شارژ یا بسته  را بازیابی نمود شایان ذکر است شماره موبایل خرید شارژ مستقیم و بسته اینترنتی در سوابق تراکنش درج شده است .همچنین موفق و ناموفق بودن را نیز می توان همان جا مشاهده نمود .صادقی پری "
"از طریق  همراه بانک بسته اینترنتی و شارژ خریداری کردم ولی اعمال نشده است ؟","ابتدا از پنل همراه بانک تراکنش را بررسی می کنیم  در صورت موفق بودن  و در صورتیکه شارژ مستقیم و یا بسته اینترنتی  باشد ابتدا باید شماره موبایلی که مشتری برای آن شارژ تهیه کرده است  چک شود اگر شماره موبایل نادرست بود باید به مشتری اعلام شود که شماره موبایل را اشتباه وارد کرده است اما در برخی موارد تراکنش موفق است ( باگ همراه بانک )  و شماره موبایل هم درست است اما سیم کارت مشتری شارژ نشده است  جواب به مشتری اینست که طی 72ساعت آینده به حساب مشتری عودت داده می شود که پیامک واریز وجه هم برای مشتری ارسال نمی شود ایشان با دریافت صورتحساب می تواند نسبت به عودت وجه مطلع شود . اگر بیش  از سه  روز وجه واریز نشد ,  مشتری را به شرکت تاتا ارجاع می دهیم .گاهی تراکنش ناموفق است که باز هم طی 72ساعت آینده به حساب ایشان عودت داده می شود .ضمنا حتما باید پنل فرانگر برای عودت وجه چک شود و اگر به حساب عودت داده نشده بود بفرمایید 72 ساعت بعد و اگر بعد از 72نیز وجه واریز نشد تماس به تاتا ارجاع داده می شود .  ( صادقی پری ) "
"آیا در همراه بانک گزینه پرداخت اقساط وجود دارد ؟","خیر / گزینه مدیریت اقساط وجود دارد ."
"گزینه مدیریت اقساط در کدام منوی همراه می باشد ؟","منوی خدمات "
"گزینه مدیریت اقساط در همراه بانک چه کارکردی دارد؟ ","گزینه مدیریت اقساط  فقط جهت ثبت یاد آوری اقساط توسط مشتری می باشد "
"با توجه به اینکه در همراه بانک گزینه پرداخت اقساط وجود دندارد چطور می توان  اقساط بانک تجارت و سایر بانک ها  را پرداخت کرد ؟","می توان از یک حساب تعریف شده در همراه بانک به حساب تسهیلات در بانک تجارت  انتقال وجه داد یعنی از گزینه  انتقال وجه استفاده کرد . و یا حتی اگر اقساط مربوط به بانک های دیگر باشد نیز در صورتیکه مشتری کارت یا حساب  تعریف شده در همراه بانک داشته باشد می تواند مبلغ اقساط  را کارت به کارت و یا پایا/ساتنا  نماید .( صادقی پری ) "
"پرداخت قبض از همراه بانک به چند روش امکان پذیر است ؟","با شناسه قبض و شناسه پرداخت /بارکد خوان , قبض پیامکی "
"قبوض همراه بانک را چطور از طریق همراه بانک میتوانم پرداخت نمایم ؟ ","مبلغ قبوض از منوی اصلی حساب ها ( با رمز پویا حساب )  و کارتها  ( رمز پویا کارت )  و سپس انتخاب گزینه پرداخت قبوض و اسکن بارکد یا درج  شناسه پرداخت  و یا قبض پیامکی قابل پرداخت می باشد. "
"قبض همراه اول را با همراه بانک واریز نموده ام ،تراکنش موفق بوده ولی عدم پرداخت قبض  پیامک شده ؟","باید ابتدا پنل همراه بانک , تراکنش چک شود در صورتی که موفق باشد  , پرداخت انجام شده است و مشتری می بایست با اپراتور خود تماس بگیرد اما در صورت ناموفق بودن و عدم عودت وجه ( چک کردن از طریق فرانگر )  به مشتری اعلام شود طی 72 ساعت به حساب ایشان عودت داده می شود و در صورت عدم واریز وجه  بعد از 72 ساعت ه"
"چگونه میتوانم از طریق همراه بانک کارتم را مسدودکنم؟","از قسمت کارت ها /جزئیات / مسدودی کارت "
"گزینه درخواست وجه در منوی اصلی حساب درهمراه بانک چه خدماتی دارد  ؟","با استفاده از اين سرويس كاربر مي تواند در هر زمان، براي شخص يا گروهي از اشخاص كه قبلاً در سامانه همراه بانك تجارت از سوي وي تعريف شده باشد، درخواست وجه را براي بازه زماني مشخص ارسال نمايد. گزينه هاي سرويس درخواست وجه شامل موارد ذيل مي باشد: الف - براي ارسال كننده درخواست: ايجاد درخواست وجه  حذف درخواست وجه  ب - براي دريافت كننده درخواست: پذيرش درخواست وجه  رد درخواست  توجه: زمان اعتبار هر درخواست به صورت پيش فرض، روزانه مي باشد و تا سقف 30 روز نيز قابل تمديد است."
"گزینه خدمات خودرو در منوی اصلی حساب درهمراه بانک چه خدماتی دارد  ؟","از طریق این منو استعلام عوارض جاده ای خودرو  با استفاده ثبت مشخصات شامل نام و شناسه یکتای خودرو ( vin ) قابل مشاهده می باشد "
"امکانات منوی نیکوکاری درهمراه بانک چیست ؟ "," شخص با استفاده از این منو میتواند سازمان هایی که در این بخش تعریف شده است وجه واریز به حساب انجام دهد . "
"گزینه خدمات چک در کدام منو همراه بانک است ؟","منوی خدمات"
"منوی خدمات چک شامل چه گزینه هایی می باشد ؟","چک کاغذی /چک دیجیتال "
"گزینه چک کاغذی شامل چه گزینه هایی می باشد ؟","ثبت صدور چک /تایید و دریافت /لغو  دریافت چک /انتقال چک /عودت چک   ب : استعلام چک /سوابق عملیات چک /درخواست غیر حضوری دسته چک /استعلام چک صادر شده از سامانه صیاد /استعلام زنجیره انتقال چک                      ج : وضعیت چک واگذار شده به حساب /استعلام زنجیره انتقال چک "
"گزینه صدور چک چه کاری انجام می دهد ؟","مربوط به صادر کننده چک می باشد و  می تواند از این گزینه چکی را به نفع شخص دیگری صادر نماید "
"آیا می توان به نفع اتباع چک صادر کرد ؟","بله /با استفاده از شناسه فراگیر اتباع می توان به نفع ایشان چک صادر کرد "
"آآیا برای ثبت چک نیاز به رمز پویای حسابی داریم ؟","خیر / رمز 6 رقمی یک بار مصرف برای شماره همراه مشتری ارسال می شود ."
"گزینه تأییید و لغو چک چه کاری انجام می دهد ؟","مربوط به ذینع چک می باشد .از این گزینه ذینفع چک می تواند چک را تأیید و یا رد نماید ."
"آآیا برای تأیید چک نیاز به رمز پویای حسابی داریم ؟","خیر / رمز 6 رقمی یک بار مصرف برای شماره همراه مشتری ارسال می شود ."
"گزینه عودت چک چه کاری انجام می دهد ؟","این گزینه مربوط به زمانی است که  چک توسط ذینفع تایید شود و یا به شخص دیگری انتقال یابد در صورتی که کاربر بخواهد چک به ذینفع قبلی انتقال پیدا کند می بایست از این گزینه استفاده نماید."
"گزینه های استعلام چک  چه کاری انجام می دهند ؟ ","از این گزینه  ها ذینفع و صادر کننده می توانند با  شماره 16 رقمی صیادی نسبت به  مشاهده جزئیات چک  اقدام نمایند ."
"در صورت بروز هر گونه خطا در فرآیند ثبت چک از طریق  همراه بانک چه اقدامی صورت می پذیرد ؟ ","مراتب از طریق تاتا پیگیری گردد . "
"چک دیجیتال چیست؟","چک دیجیتال نوع جدیدی از چک است که سرعت، دقت و امنیت بیشتری در عملکرد و نقدشوندگی نسبت به چک‌های کاغذی دارد و تمام قوانین چک کاغذی برای آن قابل اجراست و با یک امضای الکترونیکی اعتبار پیدا می‌کند؛ این سامانه با هدف ایجاد بستری برای ارائه چک امن دیجیتال و رفع مخاطرات احتمالی چک‌های کاغذی راه‌اندازی شده است و امکان مدیریت و نظارت آنلاین مبادله چک را برای شبکه بانکی و بانک مرکزی فراهم می‌کند    بخشنامه 6302    1401/12/22"
